Amazon;Apple;Year
4375;34029.93;2020
4509.68;34026.9;2020
4408.32;34235.97;2020
4402.72;34569.27;2020
4443.6;34757.13;2020
4333.28;34305.66;2020
4227.72;35202.54;2020
4199.72;35702.49;2020
4380.6;35844.9;2020
4144.56;35817.63;2020
4137;36796.32;2020
4212.32;34596.54;2020
4309.2;34005.69;2020
4418.68;34039.02;2020
4344.2;33469.38;2020
4362.68;34457.16;2020
4445.28;33429.99;2020
4576.04;34545.03;2020
4409.72;34254.15;2020
4612.44;33745.11;2020
4715.2;34002.66;2020
4943.96;33208.8;2020
4898.88;32008.92;2020
4831.4;31684.71;2020
4762.52;33072.45;2020
4760;32560.38;2020
4818.52;31599.87;2020
4684.96;32636.13;2020
4630.36;33166.38;2020
4598.72;34175.37;2020
4616.36;34120.83;2020
4564.56;33126.99;2020
4637.36;33569.37;2020
4455.36;34699.56;2020
4407.2;33369.39;2020
4425.4;35778.24;2020
4427.08;35754;2020
4312.84;38865.81;2020
4407.48;39686.94;2020
4434.36;39686.94;2020
4515;38168.91;2020
4487;36914.49;2020
4394.32;36975.09;2020
4356.52;37423.53;2020
4430.44;36920.55;2020
4272.52;37226.58;2020
4247.04;36787.23;2020
4200.56;34984.38;2020
4277.28;34223.85;2020
4212.6;34181.43;2020
4181.24;33899.64;2020
4340;33987.51;2020
4393.48;34017.81;2020
4475.52;33426.96;2020
4146.8;32351.31;2020
4199.72;33342.12;2020
4212.32;33342.12;2020
4317.6;32863.38;2020
4345.6;33629.97;2020
4480;32496.75;2020
4455.64;32378.58;2020
4313.68;32163.45;2020
4200.28;31372.62;2020
4279.8;28400.19;2020
4046.28;28060.83;2020
4030.04;27533.61;2020
3862.32;27991.14;2020
3752.56;27345.75;2020
3769.92;27412.41;2020
3856.44;28718.34;2020
3828.16;28639.56;2020
3870.16;29039.52;2020
3799.32;28439.58;2020
3745;28497.15;2020
3715.6;28851.66;2020
3697.4;28654.71;2020
3661.28;28188.09;2020
3601.64;28321.41;2020
3563;28269.9;2020
3581.2;28148.7;2020
3706.36;27509.37;2020
3641.12;27594.21;2020
3533.6;26876.1;2020
3476.2;26876.1;2020
3444.84;26927.61;2020
3469.76;26703.39;2020
3461.36;26103.45;2020
3459.4;26930.64;2020
3419.36;26576.13;2020
3361.68;27054.87;2020
3374.56;26488.26;2020
3390.52;25812.57;2020
3411.52;25961.04;2020
3425.52;25951.95;2020
3497.2;25988.31;2020
3429.16;25315.65;2020
3396.68;25006.59;2020
3373.72;24794.49;2020
3344.32;26042.85;2020
3315.2;25391.4;2020
3299.8;24612.69;2020
3372.6;24467.25;2020
3331.44;23791.56;2020
3314.64;23997.6;2020
3291.68;23867.31;2020
3244.92;23755.2;2020
3242.4;23467.35;2020
3200.4;23491.59;2020
3463.6;23479.47;2020
3321.92;23379.48;2020
3239.6;23537.04;2020
3326.4;23388.57;2020
3374.28;23564.31;2020
3359.16;23112.84;2020
3308.76;23249.19;2020
3259.48;22712.88;2020
3351.04;22849.23;2020
3325;22706.82;2020
3371.48;22985.58;2020
3230.64;23252.22;2020
3196.76;23252.22;2020
3036.32;22891.65;2020
2859.92;22358.37;2020
2860.2;22131.12;2020
2816.24;21903.87;2020
2796.64;21579.66;2020
2669.24;21279.69;2020
2686.32;21628.14;2020
2670.92;21179.7;2020
2729.72;20507.04;2020
2749.6;20843.37;2020
2660;20831.25;2020
2737.56;20246.46;2020
2640.12;20325.24;2020
2716;19755.6;2020
2663.92;20385.84;2020
2584.4;20819.13;2020
2633.4;21103.95;2020
2562;20937.3;2020
2530.92;21131.22;2020
2364.88;20113.14;2020
2499;19728.33;2020
2347.24;19585.92;2020
2549.12;19098.09;2020
2648.52;19322.31;2020
2520.84;17770.95;2020
2661.4;18028.5;2020
2693.6;17734.59;2020
2766.12;18719.34;2020
2672.6;18758.73;2020
2735.6;18237.57;2020
2637.32;19025.37;2020
2637.88;18073.95;2020
2771.44;18173.94;2020
2761.92;16516.53;2020
2812.88;16874.07;2020
2934.4;18019.41;2020
3014.2;18158.79;2020
3038.28;18613.29;2020
3017.84;17828.52;2020
2988.72;20461.59;2020
3009.72;18273.93;2020
3024;20273.73;2020
3011.12;21003.96;2020
2987.6;19591.98;2020
2910.88;21276.66;2020
2870.28;21561.48;2020
2855.72;22285.65;2020
2869.44;21297.87;2020
2805.88;21994.77;2020
2812.32;20122.23;2020
2618.84;20134.35;2020
2601.2;21543.3;2020
2594.48;21206.97;2020
2559.76;21949.32;2020
2606.24;23043.15;2020
2638.44;23579.46;2020
2642.36;23821.86;2020
2648.8;23482.5;2020
2610.72;23921.85;2020
2629.2;23915.79;2020
2606.8;24085.47;2020
2617.16;23527.95;2020
2647.96;23670.36;2020
2636.48;23670.36;2020
2661.4;23558.25;2020
2648.8;23882.46;2020
2669.52;23606.73;2020
2663.92;23415.84;2020
2625;22667.43;2020
2657.2;22731.06;2019
2586.92;23785.5;2019
2585.52;23818.83;2019
2617.72;23331;2019
2616.32;22688.64;2019
2504.88;23376.45;2019
2510.2;23443.11;2019
2500.96;23331;2019
2509.08;23249.19;2019
2497.6;23406.75;2019
2506.84;23149.2;2019
2476.88;22864.38;2019
2465.4;22961.34;2019
2464.56;23276.46;2019
2448.32;22788.63;2019
2434.88;22740.15;2019
2449.44;22264.44;2019
2452.24;21912.96;2019
2436.56;22015.98;2019
2464.84;21843.27;2019
2478;22058.4;2019
2494.24;21564.51;2019
2521.12;21409.98;2019
2546.04;21282.72;2019
2515.8;21291.81;2019
2483.32;20876.7;2019
2444.12;20855.49;2019
2428.72;20522.19;2019
2443.84;20564.61;2019
2453.92;20543.4;2019
2453.64;20591.88;2019
2435.16;20552.49;2019
2456.44;20207.07;2019
2454.48;19934.37;2019
2489.2;19885.89;2019
2480.24;19716.21;2019
2500.12;19601.07;2019
2503.48;19879.83;2019
2514.12;19504.11;2019
2522.52;19222.32;2019
2526.44;19052.64;2019
2507.96;19398.06;2019
2487.24;19625.31;2019
2492;19670.76;2019
2467.92;19410.18;2019
2487.8;19561.68;2019
2465.96;19225.35;2019
2493.12;19240.5;2019
2467.08;19328.37;2019
2472.12;19555.62;2019
2499.84;19616.22;2019
2460.64;19516.23;2019
2502.36;19288.98;2019
2488.36;19422.3;2019
2474.36;19237.47;2019
2430.96;19255.65;2019
2424.8;19104.15;2019
2408.28;19104.15;2019
2410.8;19052.64;2019
2387.84;18834.48;2019
2425.64;18825.39;2019
2435.44;18852.66;2019
2414.16;18731.46;2019
2398.48;18213.33;2019
2429.84;17810.34;2019
2430.4;17813.37;2019
2415.56;18234.54;2019
2435.72;18052.74;2019
2475.76;17834.58;2019
2438.24;17804.28;2019
2499.28;17570.97;2019
2511.88;17610.36;2019
2549.96;17310.39;2019
2544.36;17225.55;2019
2551.64;17158.89;2019
2530.92;17228.58;2019
2575.16;17271;2019
2581.04;17295.24;2019
2552.2;16846.8;2019
2548.84;16622.58;2019
2563.96;16431.69;2019
2567.04;16625.61;2019
2577.12;16622.58;2019
2520.84;16168.08;2019
2505.72;16031.73;2019
2486.68;16443.81;2019
2500.96;16398.36;2019
2469.88;16022.64;2019
2466.52;16101.42;2019
2476.32;16183.23;2019
2449.44;15937.8;2019
2526.44;16013.55;2019
2553.04;15940.83;2019
2521.96;16177.17;2019
2542.68;16310.49;2019
2509.64;16158.99;2019
2486.68;16101.42;2019
2468.2;16016.58;2019
2554.16;16334.73;2019
2499;16371.09;2019
2530.64;15865.08;2019
2565.92;15680.25;2019
2510.76;15613.59;2019
2502.92;15616.62;2019
2471.28;15316.65;2019
2552.48;15062.13;2019
2597.56;15283.32;2019
2613.52;15304.53;2019
2658.04;15050.01;2019
2677.36;14946.99;2019
2720.2;15119.7;2019
2763.32;14837.91;2019
2801.12;15556.02;2019
2792.16;15568.14;2019
2779.84;15401.49;2019
2750.44;15401.49;2019
2768.92;15119.7;2019
2788.8;14771.25;2019
2814;14843.97;2019
2829.4;15301.5;2019
2815.4;14680.35;2019
2801.4;14680.35;2019
2824.36;14716.71;2019
2783.76;14837.91;2019
2733.36;14516.73;2019
2720.2;14368.26;2019
2714.6;14101.62;2019
2708.16;14880.33;2019
2691.08;15204.54;2019
2651.04;15540.87;2019
2665.88;15228.78;2019
2656.92;15295.44;2019
2629.48;15153.03;2019
2679.32;15101.52;2019
2675.96;15219.69;2019
2685.48;15231.81;2019
2672.32;15113.64;2019
2661.96;14777.31;2019
2640.4;15001.53;2019
2617.44;14831.85;2019
2618.28;14916.69;2019
2597.56;14968.2;2019
2609.04;14828.82;2019
2604.84;14716.71;2019
2525.6;14822.76;2019
2456.16;14677.32;2019
2434.04;14589.45;2019
2421.44;14895.48;2019
2369.64;14910.63;2019
2485;14786.4;2019
2542.96;14701.56;2019
2546.88;14437.95;2019
2570.96;14568.24;2019
2552.48;14574.3;2019
2541.56;14265.24;2019
2603.44;14483.4;2019
2600.64;14498.55;2019
2602.6;14550.06;2019
2616.6;14431.89;2019
2670.64;14474.31;2019
2619.68;14144.04;2019
2576.28;14059.2;2019
2551.64;14162.22;2019
2646;14165.25;2019
2659.72;14210.7;2019
2684.92;14047.08;2019
2689.4;13868.31;2019
2730.84;13510.77;2019
2747.36;13313.82;2019
2661.12;13101.72;2019
2676.24;12641.16;2019
2697.24;12768.42;2019
2713.76;13004.76;2019
2730.84;12938.1;2019
2663.08;13001.73;2019
2662.52;13053.24;2019
2693.32;13104.75;2019
2642.36;13332;2019
2606.24;13610.76;2019
2610.72;13356.24;2019
2608.2;13786.5;2019
2582.72;13865.28;2019
2580.2;13925.88;2019
2581.6;13762.26;2019
2586.36;13547.13;2019
2570.12;13547.13;2019
2589.72;14383.41;2019
2572.08;14583.39;2019
2546.32;14743.98;2019
2549.12;14740.95;2019
2539.6;15146.97;2019
2539.88;15386.34;2019
2493.12;15198.48;2019
2482.76;15295.44;2019
2472.12;14580.36;2019
2497.32;14868.21;2019
2483.88;14843.97;2019
2470.72;14916.69;2019
2546.88;15053.04;2019
2516.08;15077.28;2019
2466.52;14862.15;2019
2439.08;14813.67;2019
2397.36;14759.13;2019
2360.68;14477.34;2019
2367.12;14477.34;2019
2342.2;14450.07;2019
2338.84;14456.13;2019
2269.12;14577.33;2019
2276.4;14495.52;2019
2336.6;14540.97;2019
2369.36;14313.72;2019
2374.68;14219.79;2019
2340.52;14195.55;2019
2295.72;14098.59;2019
2297.4;13895.58;2019
2290.96;13801.65;2019
2286.2;13713.78;2019
2284.24;13695.6;2019
2267.16;13571.37;2019
2271.08;13713.78;2019
2278.64;13883.46;2019
2251.2;14174.34;2019
2271.64;13671.36;2019
2296;13553.19;2019
2293.2;13662.27;2019
2227.4;13522.89;2019
2223.48;13350.18;2019
2260.16;13204.74;2019
2296.28;13144.14;2019
2322.32;12998.7;2019
2286.76;12565.41;2019
2276.68;12535.11;2019
2406.32;12680.55;2019
2338.56;12753.27;2019
2231.32;12777.51;2019
2292.92;12713.88;2019
2338.84;12580.56;2019
2317;12707.82;2019
2296;12668.43;2019
2285.08;12659.34;2019
2374.68;12568.44;2019
2370.48;12429.06;2019
2357.32;12498.75;2019
2344.44;12419.97;2019
2264.08;12383.61;2019
2296.84;12410.88;2019
2318.68;12365.43;2019
2323.16;12416.94;2019
2319.24;12310.89;2019
2281.44;12310.89;2019
2205.56;12383.61;2019
2100.28;12368.46;2019
2154.88;12607.83;2018
2102.8;12601.77;2018
2069.2;12389.67;2018
2046.24;12047.28;2018
2059.12;12041.22;2018
1881.6;11956.38;2018
1928.36;11189.79;2018
2045.12;11307.96;2018
2093;11414.01;2018
2171.96;11047.38;2018
2129.4;11135.25;2018
2228.8;11092.83;2018
2321.76;11347.35;2018
2329.04;11277.66;2018
2300.48;11211;2018
2297.4;11074.65;2018
2280.88;10853.46;2018
2378.88;11017.08;2018
2335.76;11126.16;2018
2481.36;11092.83;2018
2366.28;10908;2018
2343.04;10701.96;2018
2348.92;10726.2;2018
2213.96;10286.85;2018
2213.96;11426.13;2018
2102.8;11414.01;2018
2123.52;11304.93;2018
2093.56;11298.87;2018
2117.08;11371.59;2018
2230.76;10623.18;2018
2267.16;10904.97;2018
2238.6;11347.35;2018
2283.68;11641.26;2018
2291.52;12013.95;2018
2397.36;11862.45;2018
2457;11971.53;2018
2457.56;12368.46;2018
2299.92;12235.14;2018
2278.92;12201.81;2018
2331.84;12271.5;2018
2331.84;12189.69;2018
2237.2;12641.16;2018
2142.56;12783.57;2018
2154.32;13371.39;2018
2299.92;12919.92;2018
2495.08;12989.61;2018
2329.88;13092.63;2018
2476.04;12607.83;2018
2504.88;12635.1;2018
2469.6;12465.42;2018
2479.12;12789.63;2018
2564.52;12804.78;2018
2548;13447.14;2018
2465.4;14001.63;2018
2504.04;13850.13;2018
2407.16;13513.8;2018
2457.28;13907.7;2018
2618.56;14047.08;2018
2610.16;14792.46;2018
2645.44;14792.46;2018
2673.16;15083.34;2018
2733.92;15137.88;2018
2759.96;14692.47;2018
2806.16;14534.91;2018
2804.2;14959.11;2018
2818.2;16022.64;2018
2764.72;15780.24;2018
2764.44;15380.28;2018
2708.16;15301.5;2018
2681;15595.41;2018
2721.88;15846.9;2018
2696.96;15507.54;2018
2717.4;16059;2018
2671.2;15907.5;2018
2758.28;15813.57;2018
2785.72;15574.2;2018
2786;15946.89;2018
2782.08;16016.58;2018
2714.6;15671.16;2018
2732.8;16013.55;2018
2741.76;15462.09;2018
2792.72;15598.44;2018
2855.44;16355.94;2018
2817.92;16134.75;2018
2803.36;16171.11;2018
2797.2;16437.75;2018
2705.92;16731.66;2018
2698.64;16531.68;2018
2667.56;16386.24;2018
2663.92;16277.16;2018
2667;16219.59;2018
2636.76;15892.35;2018
2627.52;16019.61;2018
2635.08;15919.62;2018
2641.24;15692.37;2018
2635.64;15865.08;2018
2687.44;15743.88;2018
2654.68;15734.79;2018
2640.96;15710.55;2018
2658.04;16137.78;2018
2641.24;16322.61;2018
2607.36;15937.8;2018
2586.92;16140.81;2018
2552.48;15740.85;2018
2568.16;15955.98;2018
2516.08;16086.27;2018
2488.36;16355.94;2018
2490.88;16465.02;2018
2544.08;16413.51;2018
2531.2;16225.65;2018
2609.04;16077.18;2018
2560.88;15840.84;2018
2522.8;15713.58;2018
2539.04;15586.32;2018
2538.2;15537.84;2018
2580.2;15504.51;2018
2581.6;15504.51;2018
2551.36;15534.81;2018
2538.2;15686.31;2018
2515.24;15380.28;2018
2457;15159.09;2018
2440.2;15122.73;2018
2434.6;15059.1;2018
2394.84;15059.1;2018
2379.72;14962.14;2018
2371.6;15007.59;2018
2399.32;14889.42;2018
2379.72;14880.33;2018
2381.96;15019.71;2018
2324.84;14943.96;2018
2367.4;14901.54;2018
2328.48;14477.34;2018
2401.84;13671.36;2018
2422.28;13644.09;2018
2450;13722.87;2018
2428.72;13953.15;2018
2413.32;13998.6;2018
2402.4;13865.28;2018
2413.32;13765.29;2018
2386.72;13753.17;2018
2378.32;13786.5;2018
2364.88;13680.45;2018
2357.6;13756.2;2018
2364.88;13716.81;2018
2374.12;13747.11;2018
2374.96;13725.9;2018
2331.28;13498.65;2018
2298.24;13677.42;2018
2281.44;13692.57;2018
2274.72;13504.71;2018
2257.92;13319.88;2018
2254.28;13213.83;2018
2244.2;13447.14;2018
2242.52;13298.67;2018
2213.96;13328.97;2018
2219.56;13232.01;2018
2204.16;13250.19;2018
2214.52;13089.6;2018
2222.08;13286.55;2018
2206.68;13325.94;2018
2242.24;13398.66;2018
2244.2;13341.09;2018
2252.6;13559.25;2018
2251.2;13568.34;2018
2229.36;13707.72;2018
2240.28;13701.66;2018
2213.4;13813.77;2018
2200.8;13738.02;2018
2197.44;13774.38;2018
2215.08;13898.61;2018
2192.68;13938;2018
2201.64;13889.52;2018
2125.2;13783.47;2018
2044.28;13668.33;2018
2044;13425.93;2018
2124.92;13471.38;2018
2138.36;13501.68;2018
2179.8;13550.16;2018
2138.92;13516.83;2018
2105.32;13531.98;2018
2017.96;13447.14;2018
2003.12;13480.47;2018
2028.04;13386.54;2018
1997.8;13435.02;2018
2010.68;13519.86;2018
1968.4;13395.63;2018
1967.28;13516.83;2018
2032.52;13516.83;2018
1974.84;13550.16;2018
1948.8;13601.67;2018
1920.8;13410.78;2018
2026.36;13316.85;2018
2003.96;13253.22;2018
2095.8;13156.26;2018
2178.12;12659.34;2018
2093.84;12638.13;2018
2163;12101.82;2018
2214.52;11829.12;2018
2221.24;11617.02;2018
2163;11753.37;2018
2200.24;11713.98;2018
2215.36;11662.47;2018
2227.4;11826.09;2018
2223.48;11859.42;2018
2237.76;12368.46;2018
2210.32;12729.03;2018
2172.52;12756.3;2018
2163;12583.59;2018
2152.64;12504.81;2018
2133.04;12462.39;2018
2100.28;12341.19;2018
2090.76;12398.76;2018
2117.36;12171.51;2018
2116.8;12050.31;2018
2130.8;12368.46;2018
2100;12283.62;2018
2079.56;12053.34;2018
2076.2;11929.11;2018
2055.76;12007.89;2018
2028.04;11913.96;2018
2046.52;12047.28;2018
2031.4;12365.43;2018
1980.44;11804.88;2018
1940.68;12083.64;2018
1875.44;12259.38;2018
1890.84;12541.17;2018
1983.52;12547.23;2018
2019.92;12741.15;2018
1946;12786.6;2018
2002;12771.45;2018
1946;12880.53;2018
2031.12;13004.76;2018
2012.92;12880.53;2018
1984.64;12665.4;2018
1962.8;12526.02;2018
1929.2;12644.19;2018
1900.64;12656.31;2018
1907.64;12610.86;2018
1858.36;12526.02;2018
1812.44;12747.21;2018
1810.76;12768.42;2018
1813;12807.81;2018
1826.72;12559.35;2018
1827.28;12347.25;2018
1787.24;12244.23;2018
1756.16;12298.77;2018
1753.64;12341.19;2018
1745.52;12380.58;2018
1720.88;11977.59;2018
1693.44;11762.46;2018
1685.88;11644.29;2018
1664.6;11644.29;2017
1637.16;11195.85;2017
1660.68;11059.5;2017
1655.08;11371.59;2017
1647.52;11620.05;2017
1635.76;11153.43;2017
1644.72;11441.28;2017
1648.64;11959.41;2017
1662.36;11935.17;2017
1666.84;11901.84;2017
1650.88;11971.53;2017
1643.88;12226.05;2017
1629.88;12195.75;2017
1631;12419.97;2017
1636.6;12619.95;2017
1626.8;12616.92;2017
1623.72;12719.94;2017
1613.36;12777.51;2017
1598.24;12765.39;2017
1587.6;12559.35;2017
1627.36;12622.98;2017
1647.52;12492.69;2017
1625.68;12423;2017
1671.04;12426.03;2017
1674.12;12429.06;2017
1660.4;12474.51;2017
1618.68;12335.13;2017
1595.16;12277.56;2017
1576.96;12277.56;2017
1581.72;12062.43;2017
1592.08;12195.75;2017
1577.24;12159.39;2017
1591.52;12159.39;2017
1580.88;12474.51;2017
1575.56;12474.51;2017
1580.88;12429.06;2017
1585.92;12441.18;2017
1572.48;12574.5;2017
1568.84;12401.79;2017
1556.24;12274.53;2017
1531.88;12280.59;2017
1545.04;12238.17;2017
1547.28;12307.86;2017
1555.12;12071.52;2017
1541.4;12068.49;2017
1361.36;12047.28;2017
1362.2;12092.73;2017
1366.12;12104.85;2017
1352.68;12192.72;2017
1376.2;12250.29;2017
1381.24;12080.61;2017
1395.8;12335.13;2017
1412.88;12407.85;2017
1408.96;12471.48;2017
1404.2;12471.48;2017
1401.4;12341.19;2017
1393;12116.97;2017
1382.08;12129.09;2017
1387.4;12195.75;2017
1385.44;12053.34;2017
1373.12;12213.93;2017
1351.56;12401.79;2017
1339.8;12401.79;2017
1342.88;12450.27;2017
1345.96;12492.69;2017
1338.96;12516.93;2017
1331.12;12416.94;2017
1314.04;12377.55;2017
1315.72;12253.32;2017
1337.28;11941.23;2017
1350.44;11853.36;2017
1362.48;12004.86;2017
1357.72;11841.24;2017
1363.88;11580.66;2017
1381.52;11180.7;2017
1389.08;11107.98;2017
1399.44;11159.49;2017
1375.64;11092.83;2017
1369.2;11098.89;2017
1352.12;11077.68;2017
1371.16;11347.35;2017
1354.92;11398.86;2017
1351.28;11356.44;2017
1369.48;11150.4;2017
1372.84;11080.71;2017
1354.64;11120.1;2017
1335.6;11071.62;2017
1324.4;11068.59;2017
1323.28;11029.2;2017
1333.36;11035.26;2017
1341.2;10901.94;2017
1353.8;10971.63;2017
1334.48;10923.15;2017
1341.76;10947.39;2017
1344.84;10886.79;2017
1369.48;10953.45;2017
1375.92;10877.7;2017
1376.76;10692.87;2017
1355.2;10786.8;2017
1339.8;10895.88;2017
1374.8;11083.74;2017
1385.72;11274.63;2017
1389.08;11268.57;2017
1382.64;11356.44;2017
1381.8;11241.3;2017
1394.12;11338.26;2017
1394.68;11426.13;2017
1382.92;11471.58;2017
1428;11265.54;2017
1464.4;11453.4;2017
1473.92;11498.85;2017
1455.72;11510.97;2017
1454.6;11650.35;2017
1435.84;11647.32;2017
1440.32;11601.87;2017
1437.52;11571.57;2017
1434.16;11468.55;2017
1414;11353.41;2017
1402.52;11310.99;2017
1400.84;11362.5;2017
1409.24;11347.35;2017
1391.88;11165.55;2017
1394.96;11186.76;2017
1370.32;11211;2017
1351.28;11432.19;2017
1359.96;11477.64;2017
1335.04;11353.41;2017
1355.2;11183.73;2017
1366.4;11183.73;2017
1386.56;11032.23;2017
1367.52;11395.83;2017
1391.6;11326.14;2017
1405.32;11235.24;2017
1401.68;11065.56;2017
1403.08;11004.96;2017
1389.64;11117.07;2017
1393.28;10617.12;2017
1382.92;10523.19;2017
1349.88;10577.73;2017
1366.96;10650.45;2017
1373.12;10856.49;2017
1351;10804.98;2017
1369.76;10759.53;2017
1414.28;10632.27;2017
1414;10635.3;2017
1404.2;10683.78;2017
1415.96;10617.12;2017
1409.52;10580.76;2017
1394.4;10544.4;2017
1392.44;10453.5;2017
1395.24;10311.09;2017
1394.12;10295.94;2017
1390.76;10262.61;2017
1372.56;10198.98;2017
1360.24;10098.99;2017
1358.84;10192.92;2017
1343.72;10153.53;2017
1341.76;10189.89;2017
1322.72;10165.65;2017
1352.4;10317.15;2017
1341.2;10168.68;2017
1345.96;10317.15;2017
1326.64;10350.48;2017
1328.6;10302;2017
1333.92;10320.18;2017
1328.6;10259.58;2017
1307.88;10353.51;2017
1312.64;10065.66;2017
1317.4;10208.07;2017
1325.8;10268.67;2017
1327.48;10371.69;2017
1295;10286.85;2017
1285.76;10541.37;2017
1272.88;10965.57;2017
1270.64;10992.84;2017
1270.36;10926.18;2017
1258.04;10889.82;2017
1262.8;10998.9;2017
1258.88;10838.31;2017
1265.32;10808.01;2017
1262.8;10871.64;2017
1238.44;10868.61;2017
1254.68;10886.79;2017
1263.36;10847.4;2017
1269.8;10880.73;2017
1252.72;10895.88;2017
1257.48;10829.22;2017
1272.88;10792.86;2017
1269.52;10629.24;2017
1248.24;10998.9;2017
1241.24;11014.05;2017
1226.96;11044.35;2017
1224.16;11044.35;2017
1198.4;10892.85;2017
1185.52;10798.92;2017
1183.84;10850.43;2017
1186.36;10780.74;2017
1187.2;10495.92;2017
1180.48;10323.21;2017
1199.8;10362.6;2017
1193.36;10392.9;2017
1194.76;10326.24;2017
1194.2;10120.2;2017
1193.64;10132.32;2017
1196.44;10123.23;2017
1193.36;10183.83;2017
1194.2;10120.2;2017
1190.84;10023.24;2017
1184.4;10035.36;2017
1185.24;9911.13;2017
1189.72;9947.49;2017
1188.6;9992.94;2017
1194.2;9938.4;2017
1183;9989.91;2017
1188.04;9977.79;2017
1183.28;10086.87;2017
1193.08;10098.99;2017
1197.84;10123.23;2017
1198.96;10147.47;2017
1183;10198.98;2017
1181.88;10123.23;2017
1179.64;10123.23;2017
1170.96;10141.41;2017
1171.24;10153.53;2017
1158.36;10132.32;2017
1149.96;9926.28;2017
1147.72;9908.1;2017
1137.64;9929.31;2017
1130.64;9962.64;2017
1134.28;9853.56;2017
1176;9965.67;2017
1165.36;9862.65;2017
1152.76;9911.13;2017
1162.56;9895.98;2017
1170.12;9792.96;2017
1174.88;9808.11;2017
1171.24;9802.05;2017
1151.36;9771.75;2017
1144.92;9792.96;2017
1131.76;9829.32;2017
1132.6;9817.2;2017
1130.36;9847.5;2017
1133.72;9789.93;2017
1144.08;9850.53;2017
1139.04;9650.55;2017
1118.6;9647.52;2017
1114.12;9629.34;2017
1115.8;9620.25;2017
1114.4;9659.64;2017
1092.56;9632.37;2017
1060.08;9562.68;2017
1055.04;9535.41;2016
1049.72;9547.53;2016
1071.28;9514.2;2016
1081.08;9389.97;2016
1079.96;9308.16;2016
1064.84;9308.16;2016
1072.96;9329.37;2016
1078.84;9262.71;2016
1079.68;9226.35;2016
1072.4;9141.51;2016
1060.92;9056.67;2016
1065.4;9017.28;2016
1076.32;9032.43;2016
1084.16;8514.3;2016
1064.28;8532.48;2016
1076.04;8553.69;2016
1074.36;8553.69;2016
1078.56;8550.66;2016
1070.72;8417.34;2016
1063.16;8423.4;2016
1036.56;8417.34;2016
1041.04;8402.19;2016
1050.84;8417.34;2016
1067.64;8417.34;2016
1073.52;8350.68;2016
1092.56;8365.83;2016
1092.28;8402.19;2016
1099.56;8356.74;2016
1092;8347.65;2016
1064.28;8271.9;2016
1058.96;8181;2016
1044.96;8138.58;2016
1040.48;8147.67;2016
1006.6;8126.46;2016
1034.6;8190.09;2016
1039.36;8190.09;2016
1080.52;8226.45;2016
1102.92;8174.94;2016
1099;8156.76;2016
1057;8211.3;2016
1073.8;8205.24;2016
1071.84;8184.03;2016
1099.56;8135.55;2016
1105.72;8126.46;2016
1086.96;8081.01;2016
1145.76;8081.01;2016
1151.64;7947.69;2016
1169.28;7993.14;2016
1173.2;7865.88;2016
1146.6;7790.13;2016
1134.56;7714.38;2016
1144.64;7653.78;2016
1144.64;7708.32;2016
1138.2;7681.05;2016
1152.2;7753.77;2016
1160.88;7820.43;2016
1167.6;7826.49;2016
1163.4;7841.64;2016
1178.52;7802.25;2016
1175.16;7841.64;2016
1178.24;7838.61;2016
1182.16;7720.44;2016
1167.6;7714.38;2016
1171.52;7717.41;2016
1172.36;7514.4;2016
1160.6;7414.41;2016
1160.32;7605.3;2016
1142.68;7562.88;2016
1118.88;7778.01;2016
1128.12;7790.13;2016
1126.72;7744.68;2016
1105.72;7635.6;2016
1092.28;7635.6;2016
1085.28;7705.29;2016
1090.04;7787.1;2016
1077.44;7781.04;2016
1065.4;7923.45;2016
1065.4;7935.57;2016
1079.96;7990.11;2016
1064.28;8068.89;2016
1097.6;8253.72;2016
1098.16;8211.3;2016
1104.32;8138.58;2016
1081.36;8168.88;2016
1078.84;8174.94;2016
1076.88;8199.18;2016
1074.64;8205.24;2016
1079.68;8211.3;2016
1076.6;8165.85;2016
1062.88;8190.09;2016
1060.08;8117.37;2016
1067.36;8099.19;2016
1063.16;7959.81;2016
1060.36;7947.69;2016
1070.16;7890.12;2016
1070.44;7887.09;2016
1069.6;7853.76;2016
1075.76;7890.12;2016
1081.64;7829.52;2016
1079.68;7953.75;2016
1076.04;7893.15;2016
1075.76;7878;2016
1073.24;7865.88;2016
1072.4;7999.2;2016
1065.12;7926.48;2016
1056.44;7926.48;2016
1064.84;7926.48;2016
1074.92;8020.41;2016
1062.32;8065.86;2016
1053.64;7802.25;2016
1031.24;7535.61;2016
1029.84;7359.87;2016
1035.44;7199.28;2016
1042.72;7365.93;2016
1042.16;7562.88;2016
1044.12;7517.43;2016
1036;7520.46;2016
1030.4;7447.74;2016
1029.56;7405.32;2016
1037.68;7399.26;2016
1039.64;7456.83;2016
1047.48;7462.89;2016
1055.32;7508.34;2016
1044.12;7538.64;2016
1031.24;7596.21;2016
1032.64;7571.97;2016
1019.2;7632.57;2016
1015.84;7614.39;2016
1001.84;7623.48;2016
1001.84;7635.6;2016
991.2;7641.66;2016
967.96;7550.76;2016
978.6;7532.58;2016
1010.8;7538.64;2016
994.84;7593.18;2016
1002.12;7562.88;2016
999.6;7502.28;2016
988.96;7502.28;2016
1004.64;7390.17;2016
999.88;7344.72;2016
1007.16;7253.82;2016
1001.28;7362.9;2016
1005.2;7232.61;2016
