Amazon;Apple;Year
1018.64;7241.7;2016
1017.24;7147.77;2016
1013.32;6711.45;2016
1017.52;6756.9;2016
1015.84;6847.8;2016
1019.48;6902.34;2016
1007.16;6938.7;2016
1011.92;6932.64;2016
997.08;6929.61;2016
1001;6856.89;2016
991.76;6856.89;2016
985.88;6723.57;2016
975.52;6762.96;2016
983.92;6732.66;2016
978.04;6711.45;2016
976.36;6659.94;2016
973.28;6632.67;2016
994.84;6593.28;2016
994;6656.91;2016
1005.2;6635.7;2016
998.48;6553.89;2016
984.2;6496.32;2016
951.72;6390.27;2016
943.6;6484.2;2016
922.6;6672.06;2016
939.12;6632.67;2016
939.96;6656.91;2016
957.32;6602.37;2016
923.44;6617.52;2016
842.8;6772.05;2016
849.24;6744.78;2016
863.52;6765.99;2016
876.68;6756.9;2016
868.56;6859.92;2016
883.4;6917.49;2016
886.2;6869.01;2016
879.2;6875.07;2016
889.56;6847.8;2016
876.12;6796.29;2016
869.12;6784.17;2016
860.72;6835.68;2016
844.48;6932.64;2016
834.4;6965.97;2016
832.44;6969;2016
827.96;6914.46;2016
842.8;6796.29;2016
820.68;6693.27;2016
830.48;6611.46;2016
837.76;6538.74;2016
831.04;6562.98;2016
838.04;6490.26;2016
831.32;6517.53;2016
811.72;6284.22;2016
816.2;6272.1;2016
797.44;6420.57;2016
784.56;6484.2;2016
775.6;6441.78;2016
772.8;6435.72;2016
783.16;6435.72;2016
803.88;6472.08;2016
807.8;6499.35;2016
802.76;6566.01;2016
797.44;6459.96;2016
782.6;6469.05;2016
783.16;6541.77;2016
784.28;6750.84;2016
787.92;7199.28;2016
805.28;7250.79;2016
808.36;7293.21;2016
812.28;7311.39;2016
810.6;7393.2;2016
773.64;7378.05;2016
777.28;7417.44;2016
777.28;7578.03;2016
775.6;7735.59;2016
774.2;7729.53;2016
783.44;7620.45;2016
749;7523.49;2016
735;7496.22;2016
747.6;7490.16;2016
729.68;7656.81;2016
709.8;7578.03;2016
705.32;7665.9;2016
686.56;7590.15;2016
674.8;7520.46;2016
683.48;7559.85;2016
703.08;7429.56;2016
750.68;7256.85;2016
743.4;7290.18;2016
772.8;7323.51;2016
804.72;7362.9;2016
821.8;7308.36;2016
889.56;7308.36;2016
816.76;7299.27;2016
841.68;7311.39;2016
835.24;7214.43;2016
834.96;7075.05;2016
805;7056.87;2016
800.52;6981.12;2016
804.16;6978.09;2016
798.28;6972.03;2016
830.2;7029.6;2016
814.52;7108.38;2016
864.92;7002.33;2016
864.92;6950.82;2016
849.8;6935.67;2016
851.2;6672.06;2016
885.64;6687.21;2016
887.32;6675.09;2016
891.8;6629.64;2015
946.12;6532.68;2015
964.6;6684.18;2015
971.6;6626.61;2015
945.28;6641.76;2015
927.92;6769.02;2015
929.32;6669.03;2015
928.48;6484.2;2015
930.44;6466.02;2015
929.88;6505.41;2015
938.84;6553.89;2015
946.12;6556.92;2015
922.04;6487.23;2015
921.2;6487.23;2015
896.28;6666;2015
927.36;6611.46;2015
930.72;6484.2;2015
948.36;6617.52;2015
937.72;6681.15;2015
941.64;6456.93;2015
932.68;6411.48;2015
946.4;6862.95;2015
950.6;6823.56;2015
930.72;6959.91;2015
942.48;6608.43;2015
945.56;6641.76;2015
939.68;6632.67;2015
950.6;6666;2015
935.76;6829.62;2015
925.68;6684.18;2015
929.04;6859.92;2015
900.76;6762.96;2015
906.92;6653.88;2015
899.36;6617.52;2015
931.84;6911.43;2015
942.48;7047.78;2015
923.44;7229.58;2015
917.56;7223.52;2015
923.16;7365.93;2015
917.84;7462.89;2015
897.4;7329.57;2015
875.56;7414.41;2015
879.76;7453.8;2015
876.4;7359.87;2015
877.24;7365.93;2015
863.8;7275.03;2015
855.4;7478.04;2015
852.04;7641.66;2015
838.6;7581.06;2015
789.6;7720.44;2015
778.12;7765.89;2015
785.12;7971.93;2015
802.48;7935.57;2015
799.12;8114.34;2015
787.36;8117.37;2015
762.72;8168.88;2015
768.32;7905.27;2015
770.28;7981.02;2015
755.72;8053.74;2015
746.48;8117.37;2015
758.8;8084.04;2015
752.36;8099.19;2015
761.04;8156.76;2015
745.64;8081.01;2015
729.12;8187.06;2015
716.52;8150.7;2015
694.4;8047.68;2015
705.6;7802.25;2015
733.88;7835.58;2015
747.32;7708.32;2015
750.4;7941.63;2015
753.76;7968.9;2015
767.76;8014.35;2015
756.28;8274.93;2015
754.32;8308.26;2015
738.36;8308.26;2015
731.36;8299.17;2015
729.96;8335.53;2015
741.16;8374.92;2015
731.08;8280.99;2015
723.52;8165.85;2015
724.64;8235.54;2015
698.6;8150.7;2015
706.72;7826.49;2015
714.84;7878;2015
695.24;8138.58;2015
717.92;7893.15;2015
725.2;7774.98;2015
725.76;7774.98;2015
701.12;7635.6;2015
652.96;7587.12;2015
648.76;7644.69;2015
692.16;7529.55;2015
722.12;7638.63;2015
746.2;7626.51;2015
749;7662.87;2015
749.28;7481.07;2015
744.24;7568.94;2015
741.44;7605.3;2015
736.4;7568.94;2015
738.36;7541.67;2015
733.6;7487.13;2015
731.64;7538.64;2015
741.16;7453.8;2015
751.8;7684.08;2015
744.52;7838.61;2015
749;7859.82;2015
750.68;7811.34;2015
751.52;7747.71;2015
740.6;7871.94;2015
736.4;7753.77;2015
743.96;7784.07;2015
741.16;7953.75;2015
675.08;7944.66;2015
683.48;7881.03;2015
683.2;7805.28;2015
683.48;7693.17;2015
676.2;7526.52;2015
665.56;7674.99;2015
645.68;7465.92;2015
651.84;7541.67;2015
637.84;7678.02;2015
621.04;7359.87;2015
608.16;7705.29;2015
601.72;7741.65;2015
611.52;7717.41;2015
610.4;7496.22;2015
612.92;7090.2;2015
612.36;7047.78;2015
607.6;7226.55;2015
601.72;7699.23;2015
613.48;7859.82;2015
616;7959.81;2015
617.12;8005.26;2015
624.4;7923.45;2015
610.68;7868.91;2015
609;7874.97;2015
615.16;7753.77;2015
598.92;8181;2015
598.08;7893.15;2015
593.04;7865.88;2015
602;7865.88;2015
606.2;7850.73;2015
603.12;7799.22;2015
595.56;8056.77;2015
592.76;8250.69;2015
597.8;8323.41;2015
603.12;8365.83;2015
611.24;8393.1;2015
603.4;8350.68;2015
603.4;8468.85;2015
600.88;8514.3;2015
597.24;8517.33;2015
603.96;8893.05;2015
595.56;8983.95;2015
598.64;8817.3;2015
604.24;8741.55;2015
593.32;8626.41;2015
590.52;8544.6;2015
595.28;8547.63;2015
596.4;8387.04;2015
605.08;8168.88;2015
597.52;8338.56;2015
603.4;8550.66;2015
605.92;8571.87;2015
607.04;8602.17;2015
597.52;8611.26;2015
586.6;8532.48;2015
589.68;8471.88;2015
592.2;8623.38;2015
591.92;8671.86;2015
590.52;8714.28;2015
601.16;8641.56;2015
601.16;8680.95;2015
614.04;8611.26;2015
623;8699.13;2015
546;8659.74;2015
545.72;8680.95;2015
547.68;8632.47;2015
545.44;8650.65;2015
525.84;8747.61;2015
540.4;8765.79;2015
536.76;8668.83;2015
539.28;8693.07;2015
535.36;8750.64;2015
535.64;8799.12;2015
537.04;8850.63;2015
533.68;8841.54;2015
524.16;8880.93;2015
527.8;8862.75;2015
521.08;8965.77;2015
518.28;8980.92;2015
520.8;8817.3;2015
524.44;9017.28;2015
518.84;8938.5;2015
514.36;8847.6;2015
519.4;8847.6;2015
523.6;8856.69;2015
525.28;8759.73;2015
529.76;8771.85;2015
522.48;8571.87;2015
525.28;8562.78;2015
520.8;8593.08;2015
522.76;8680.95;2015
518.84;8520.36;2015
523.88;8520.36;2015
512.96;8468.85;2015
517.44;8523.39;2015
530.04;8717.31;2015
532;8735.49;2015
542.92;8477.94;2015
535.92;8714.28;2015
538.44;8844.57;2015
539.84;8986.98;2015
532.28;8826.39;2015
538.72;8783.97;2015
539.56;8714.28;2015
530.04;8596.11;2015
532.28;8644.59;2015
537.04;8450.67;2015
530.6;8547.63;2015
522.76;8587.02;2015
525.56;8556.72;2015
534.52;8593.08;2015
528.08;8611.26;2015
525.28;8574.9;2015
522.2;8508.24;2015
518.84;8535.51;2015
523.88;8626.41;2015
523.32;8490.06;2015
510.72;8417.34;2015
509.04;8429.46;2015
510.16;8559.75;2015
496.44;8350.68;2015
436.52;8417.34;2015
425.6;8356.74;2015
429.52;8580.96;2015
433.44;8617.32;2015
437.36;8529.45;2015
434.56;8638.53;2015
416.08;8702.16;2015
405.16;8605.2;2015
407.12;8465.82;2015
401.8;8371.89;2015
410.48;8429.46;2015
412.72;8280.99;2015
407.96;8435.52;2015
415.8;8614.29;2015
420.56;8574.9;2015
417.76;8562.78;2015
413.28;8708.22;2015
423.08;8762.76;2015
432.04;8744.58;2014
434.56;8702.16;2014
434.56;8835.48;2014
436.8;8723.37;2014
432.6;8953.65;2014
424.2;9011.22;2014
428.68;8771.85;2014
429.24;8702.16;2014
419.72;8720.34;2014
416.92;8659.74;2014
418.32;8608.23;2014
413;8565.81;2014
428.4;8459.76;2014
430.36;8265.84;2014
430.36;8111.31;2014
428.12;8056.77;2014
437.64;8056.77;2014
429.24;8126.46;2014
437.64;8068.89;2014
443.8;8005.26;2014
442.96;8005.26;2014
456.96;7905.27;2014
456.4;8023.44;2014
474.04;7781.04;2014
467.04;7362.9;2014
469;7632.57;2014
469.84;7623.48;2014
465.64;7584.09;2014
462.84;7393.2;2014
457.24;7335.63;2014
455;7150.8;2014
452.2;7208.37;2014
458.92;7408.35;2014
442.96;7438.65;2014
436.24;7371.99;2014
436.8;7556.82;2014
427.28;7550.76;2014
419.72;7272;2014
415.24;7168.98;2014
415.24;7168.98;2014
423.92;7378.05;2014
428.12;7447.74;2014
427.56;7593.18;2014
418.6;7687.11;2014
411.88;7690.14;2014
413.84;7556.82;2014
406;7593.18;2014
401.8;7620.45;2014
438.48;7541.67;2014
438.2;7602.27;2014
441.56;7381.08;2014
428.68;7202.31;2014
425.04;7302.3;2014
423.92;7405.32;2014
428.4;7532.58;2014
431.76;7553.79;2014
428.96;7699.23;2014
435.96;7584.09;2014
441.56;7759.83;2014
451.92;7793.16;2014
443.8;7823.46;2014
451.08;7735.59;2014
451.92;7765.89;2014
445.76;8026.47;2014
444.36;8029.5;2014
451.36;7935.57;2014
450.52;8005.26;2014
452.48;7859.82;2014
450.8;7847.7;2014
459.48;7738.62;2014
453.04;7790.13;2014
454.44;7690.14;2014
463.96;7705.29;2014
455;7611.36;2014
453.6;7505.31;2014
458.92;7402.29;2014
453.32;7344.72;2014
463.68;7356.84;2014
462.84;7356.84;2014
463.96;7335.63;2014
461.72;7314.42;2014
479.36;7296.24;2014
484.96;7350.78;2014
484.4;7256.85;2014
474.6;7187.16;2014
479.36;7211.4;2014
474.6;7172.01;2014
476;7062.93;2014
480.48;7068.99;2014
478.52;7041.72;2014
467.6;6920.52;2014
464.24;6884.16;2014
466.2;6702.36;2014
470.12;6562.98;2014
469.28;6466.02;2014
468.44;6553.89;2014
467.04;6635.7;2014
466.48;6705.39;2014
456.68;6769.02;2014
447.16;6787.2;2014
445.76;6772.05;2014
443.52;6635.7;2014
435.96;6693.27;2014
439.32;6693.27;2014
437.36;6711.45;2014
439.04;6662.97;2014
429.8;6769.02;2014
438.2;6726.6;2014
451.64;6769.02;2014
448;6575.1;2014
448.56;6835.68;2014
453.6;6896.28;2014
502.04;6790.23;2014
501.48;6784.17;2014
505.12;6838.71;2014
503.72;6823.56;2014
502.04;6775.08;2014
493.36;6826.59;2014
498.4;6829.62;2014
496.16;6814.47;2014
497.56;6787.2;2014
484.68;6584.19;2014
459.2;6608.43;2014
462;6647.82;2014
453.32;6593.28;2014
467.04;6647.82;2014
472.36;6941.73;2014
465.92;6887.19;2014
465.36;6869.01;2014
454.72;6862.95;2014
454.44;6778.11;2014
455.84;6820.53;2014
458.36;6808.41;2014
453.88;6756.9;2014
458.08;6756.9;2014
453.88;6753.87;2014
457.8;6662.97;2014
468.16;6584.19;2014
455.84;6550.86;2014
458.64;6532.68;2014
456.68;6447.84;2014
456.4;6447.84;2014
469.28;6366.03;2014
465.36;6366.03;2014
458.64;6347.85;2014
461.44;6347.85;2014
453.04;6359.97;2014
429.52;6390.27;2014
430.08;6426.63;2014
432.32;6390.27;2014
437.64;6562.98;2014
439.32;6578.13;2014
434.28;6620.55;2014
435.12;6529.65;2014
437.08;6487.23;2014
427;6496.32;2014
427;6332.7;2014
421.68;6281.19;2014
415.52;6311.49;2014
416.92;6223.62;2014
413.28;6335.73;2014
416.64;6372.09;2014
426.44;6447.84;2014
423.92;6366.03;2014
409.08;6353.91;2014
403.76;6378.15;2014
409.92;6375.12;2014
416.36;6414.51;2014
434;6287.25;2014
431.2;6250.89;2014
430.92;6250.89;2014
425.88;6211.5;2014
420.56;6147.87;2014
415.24;6078.18;2014
425.32;6041.82;2014
472.08;6035.76;2014
454.44;6072.12;2014
461.16;6078.18;2014
463.12;6141.81;2014
455;6163.02;2014
453.04;6156.96;2014
442.4;6163.02;2014
442.4;6102.42;2014
436.52;6169.08;2014
444.08;6275.13;2014
464.52;6299.37;2014
457.8;6299.37;2014
444.92;6263.01;2014
452.2;6166.05;2014
467.04;6181.2;2014
478.8;6156.96;2014
480.2;6087.27;2014
470.96;6002.43;2014
473.48;6044.85;2014
473.76;6069.09;2014
480.76;5960.01;2014
496.72;5975.16;2014
492.52;5866.08;2014
504.84;5799.42;2014
516.6;5790.33;2014
522.48;5775.18;2014
530.32;5775.18;2014
525;5705.49;2014
523.32;5623.68;2014
520.24;5672.16;2014
518.84;5669.13;2014
516.32;5663.07;2014
518.84;5593.38;2014
520.8;5614.59;2014
521.08;5614.59;2014
521.36;5626.71;2014
509.32;5644.89;2014
503.72;5708.52;2014
506.8;5626.71;2014
504.28;5617.62;2014
503.72;5605.5;2014
501.76;5626.71;2014
492.52;5641.86;2014
485.52;5432.79;2014
489.72;5393.4;2014
486.36;4984.35;2014
495.04;5051.01;2014
500.36;5044.95;2014
500.08;4984.35;2014
488.88;4929.81;2014
506.52;4920.72;2014
505.12;4954.05;2014
505.4;4935.87;2014
496.44;4972.23;2014
484.96;5035.86;2014
487.2;4972.23;2014
484.68;4972.23;2014
502.04;5051.01;2014
564.2;5117.67;2014
537.88;5154.03;2014
552.16;5144.94;2014
540.68;5096.46;2014
542.64;5099.49;2014
559.72;5105.55;2014
566.44;5126.76;2014
569.8;5175.24;2014
559.44;5120.7;2014
554.12;5060.1;2014
554.12;5020.71;2014
556.64;5044.95;2014
547.4;5047.98;2014
556.64;5002.53;2014
561.4;4984.35;2014
562.8;5038.89;2014
557.2;5096.46;2014
551.04;5090.4;2014
554.96;5041.92;2014
557.2;5038.89;2013
558.32;5041.92;2013
550.76;5057.07;2013
557.2;5044.95;2013
566.16;5011.62;2013
558.88;4996.47;2013
564.2;5011.62;2013
563.08;4914.66;2013
553.28;4957.08;2013
554.4;5011.62;2013
542.64;4987.38;2013
544.6;5044.95;2013
537.88;5102.52;2013
533.68;5184.33;2013
535.08;5166.15;2013
542.92;5169.18;2013
538.72;5090.4;2013
541.8;5090.4;2013
538.16;5023.74;2013
540.4;4935.87;2013
538.44;4935.87;2013
549.08;4866.18;2013
551.04;4838.91;2013
541.52;4802.55;2013
533.96;4735.89;2013
527.24;4726.8;2013
521.36;4717.71;2013
516.6;4726.8;2013
507.64;4781.34;2013
511;5196.45;2013
512.68;5154.03;2013
516.88;5250.99;2013
514.36;5205.54;2013
498.68;5184.33;2013
489.44;5105.55;2013
496.16;5232.81;2013
490.56;5263.11;2013
481.04;5157.06;2013
498.68;5057.07;2013
502.32;5032.83;2013
502.32;5066.16;2013
502.6;5129.79;2013
509.6;5099.49;2013
505.4;5135.85;2013
507.92;5108.58;2013
501.48;5220.69;2013
508.76;5296.44;2013
465.08;5235.84;2013
457.52;5287.35;2013
465.64;5323.71;2013
456.96;5360.07;2013
460.6;5381.28;2013
435.12;5184.33;2013
434.56;5138.88;2013
428.96;5199.48;2013
434.84;5238.87;2013
435.12;5263.11;2013
427.28;5232.81;2013
417.48;5293.41;2013
424.48;5299.47;2013
434;5338.86;2013
446.6;5347.95;2013
440.72;5287.35;2013
448.84;5360.07;2013
449.4;5332.8;2013
437.64;5347.95;2013
442.4;5205.54;2013
445.48;5250.99;2013
437.64;5154.03;2013
439.88;5035.86;2013
435.96;4944.96;2013
442.96;4908.6;2013
436.8;4920.72;2013
436.8;4863.15;2013
425.88;4905.57;2013
414.4;4896.48;2013
417.2;4957.08;2013
418.32;4987.38;2013
419.44;4914.66;2013
420.56;4908.6;2013
419.72;4899.51;2013
414.12;4914.66;2013
411.6;4838.91;2013
411.04;4838.91;2013
404.32;4917.69;2013
393.4;4932.84;2013
397.6;4944.96;2013
394.24;4881.33;2013
393.4;4905.57;2013
400.68;4926.78;2013
406;4851.03;2013
405.72;4972.23;2013
398.44;4935.87;2013
401.8;4993.44;2013
399.84;4926.78;2013
398.72;4878.3;2013
400.96;4893.45;2013
407.96;4775.28;2013
411.6;4735.89;2013
415.24;4702.56;2013
416.08;4681.35;2013
414.12;4657.11;2013
415.8;4626.81;2013
421.12;4596.51;2013
421.4;4566.21;2013
425.88;4514.7;2013
427.84;4578.33;2013
421.68;4532.88;2013
423.36;4535.91;2013
428.68;4596.51;2013
436.8;4581.36;2013
424.76;4475.31;2013
418.6;4529.85;2013
421.4;4563.18;2013
424.76;4520.76;2013
427.28;4590.45;2013
425.88;4605.6;2013
432.04;4387.44;2013
429.52;4432.89;2013
429.24;4360.17;2013
430.64;4272.3;2013
419.44;4223.82;2013
409.36;4363.2;2013
408.24;4435.92;2013
406.84;4390.47;2013
400.12;4641.96;2013
397.6;4751.04;2013
397.32;4675.29;2013
394.8;4648.02;2013
388.64;4681.35;2013
388.64;4584.39;2013
388.64;4572.27;2013
380.8;4614.69;2013
378.84;4608.63;2013
382.76;4587.42;2013
382.76;4720.74;2013
389.48;4702.56;2013
394.52;4720.74;2013
389.2;4714.68;2013
383.6;4702.56;2013
386.12;4766.19;2013
380.24;4714.68;2013
384.72;4672.26;2013
393.4;4678.32;2013
387.52;4596.51;2013
374.92;4387.44;2013
374.08;4266.24;2013
371.84;4266.24;2013
373.52;4326.84;2013
376.88;4335.93;2013
373.52;4338.96;2013
371.84;4378.35;2013
374.08;4311.69;2013
366.52;4257.15;2013
366.52;4220.79;2013
368.2;4226.85;2013
376.32;4175.34;2013
374.64;4111.71;2013
377.72;4087.47;2013
369.88;4108.68;2013
373.24;3905.67;2013
375.76;3975.36;2013
370.44;3963.24;2013
369.04;4026.87;2013
364.28;4011.72;2013
362.04;4011.72;2013
360.92;3984.45;2013
358.12;3978.39;2013
361.2;3984.45;2013
353.64;3923.85;2013
347.48;3939;2013
355.32;3869.31;2013
349.72;3893.55;2013
356.72;3923.85;2013
384.44;3902.64;2013
376.32;3814.77;2013
376.32;3696.6;2013
369.04;3672.36;2013
364.56;3711.75;2013
363.16;3754.17;2013
374.36;3754.17;2013
381.36;3854.16;2013
374.92;3887.49;2013
381.92;3945.06;2013
377.72;4026.87;2013
370.72;4026.87;2013
365.68;4008.69;2013
362.6;4066.26;2013
357.56;4029.9;2013
362.6;4081.41;2013
362.6;4093.53;2013
368.76;4120.8;2013
366.24;4087.47;2013
372.96;4151.1;2013
371.56;4190.49;2013
364.56;4202.61;2013
358.4;4193.52;2013
360.92;4211.7;2013
354.76;4148.07;2013
360.08;4114.74;2013
358.96;4151.1;2013
360.92;4123.83;2013
366.52;4114.74;2013
372.12;4099.59;2013
385.28;4129.89;2013
383.88;4038.99;2013
379.68;4051.11;2013
383.88;3999.6;2013
383.32;4138.98;2013
383.32;4238.97;2013
385.84;4223.82;2013
382.48;4223.82;2013
372.12;4260.18;2013
369.88;4296.54;2013
368.48;4248.06;2013
363.16;4266.24;2013
363.72;4169.28;2013
371.56;4126.86;2013
372.4;4069.29;2013
372.96;4102.62;2013
377.72;3984.45;2013
371;3863.25;2013
376.88;3781.44;2013
377.16;3757.2;2013
362.32;3763.26;2013
360.08;3693.57;2013
366.8;3617.82;2013
364.28;3632.97;2013
367.08;3729.93;2013
373.52;3948.09;2013
364;3890.52;2013
371;3981.42;2013
371.56;4023.84;2013
381.92;4035.96;2013
364.56;3954.15;2013
386.4;3948.09;2013
397.6;3920.82;2013
382.76;3963.24;2013
375.48;4002.63;2013
378.28;3981.42;2013
381.08;3972.33;2013
378.56;4099.59;2013
376.6;4187.46;2013
380.8;4272.3;2013
381.92;4293.51;2013
375.2;4278.36;2013
371.56;4193.52;2013
372.96;4187.46;2013
372.96;4208.67;2013
375.76;4220.79;2013
362.88;4108.68;2013
361.76;4005.66;2013
360.36;3969.3;2012
351.12;3969.3;2012
343.28;4057.17;2012
347.76;3999.6;2012
348.04;3987.48;2012
362.04;3942.03;2012
359.8;3993.54;2012
365.96;3890.52;2012
361.2;3987.48;2012
364.56;4087.47;2012
355.32;4117.77;2012
348.88;4160.19;2012
351.68;4102.62;2012
352.52;4175.34;2012
350.84;4132.92;2012
346.92;4157.16;2012
354.48;4260.18;2012
354.76;4263.21;2012
355.6;4320.78;2012
353.36;4326.84;2012
350.56;4332.9;2012
352.8;4445.01;2012
351.68;4399.56;2012
346.08;4399.56;2012
340.76;4335.93;2012
341.04;4211.7;2012
335.72;4217.76;2012
333.2;4072.32;2012
327.32;4178.37;2012
321.72;4193.52;2012
315.28;4205.64;2012
308.84;4220.79;2012
312.2;4142.01;2012
317.24;4051.11;2012
316.96;4148.07;2012
316.96;4732.86;2012
318.36;4648.02;2012
324.8;4605.6;2012
332.64;4629.84;2012
328.16;4660.14;2012
325.36;4475.31;2012
325.08;4620.75;2012
325.92;4790.43;2012
333.48;4820.73;2012
312.2;4763.16;2012
319.76;4838.91;2012
328.16;4823.76;2012
327.32;4854.06;2012
336;4993.44;2012
342.72;5057.07;2012
346.36;4899.51;2012
341.6;4693.47;2012
341.88;4741.95;2012
339.36;4723.77;2012
341.88;4790.43;2012
343;4781.34;2012
351.4;4805.58;2012
362.6;4848;2012
362.04;4917.69;2012
364.56;4778.31;2012
358.4;4693.47;2012
350.84;4878.3;2012
352.8;4963.14;2012
356.16;4987.38;2012
359.24;4878.3;2012
349.44;4911.63;2012
353.36;5038.89;2012
356.72;4963.14;2012
360.36;5302.5;2012
365.12;5399.46;2012
366.24;5390.37;2012
362.32;5426.73;2012
361.2;5369.16;2012
365.68;5384.31;2012
364.28;5429.76;2012
357.84;5263.11;2012
357.84;5172.21;2012
359.8;5166.15;2012
362.88;5208.57;2012
351.96;4860.12;2012
344.68;4841.94;2012
346.92;4944.96;2012
347.48;4999.5;2012
344.68;4999.5;2012
346.08;5038.89;2012
344.68;4951.02;2012
341.6;4951.02;2012
344.12;5138.88;2012
337.68;5341.89;2012
340.2;5360.07;2012
335.16;5287.35;2012
336.56;5469.15;2012
337.68;5457.03;2012
338.24;5535.81;2012
332.36;5587.32;2012
326.48;5653.98;2012
325.36;5623.68;2012
325.92;5811.54;2012
327.6;5590.35;2012
328.16;5799.42;2012
331.24;5908.5;2012
327.6;5956.98;2012
329;5820.63;2012
323.12;5772.15;2012
324.8;5757;2012
326.48;5875.17;2012
330.4;5829.72;2012
332.36;5850.93;2012
308;5981.22;2012
303.8;6111.51;2012
312.2;6156.96;2012
316.4;6063.03;2012
319.48;6044.85;2012
316.68;6114.54;2012
304.36;6244.83;2012
303.8;6099.39;2012
302.4;6175.14;2012
305.76;6332.7;2012
301.56;6417.54;2012
305.76;6405.42;2012
307.44;6435.72;2012
315;6435.72;2012
315;6414.51;2012
317.8;6338.76;2012
321.44;6259.98;2012
321.16;6141.81;2012
319.76;6056.97;2012
309.96;6075.15;2012
315.84;6238.77;2012
315.84;6199.38;2012
308;6144.84;2012
311.08;6187.26;2012
308.84;6099.39;2012
312.2;6087.27;2012
313.6;6175.14;2012
311.64;6187.26;2012
305.76;6193.32;2012
300.16;6081.21;2012
300.72;6075.15;2012
302.96;6132.72;2012
302.96;6014.55;2012
305.76;6096.36;2012
306.32;5941.83;2012
304.64;5832.75;2012
298.48;5784.27;2012
300.44;5790.33;2012
291.48;5775.18;2012
298.2;5699.43;2012
292.88;5699.43;2012
300.72;5690.34;2012
297.92;5657.01;2012
301.28;5669.13;2012
304.08;5684.28;2012
301.56;5620.65;2012
305.48;5547.93;2012
299.32;5538.84;2012
305.76;5575.2;2012
313.6;5432.79;2012
314.16;5341.89;2012
312.2;5247.96;2012
318.64;5247.96;2012
317.24;5484.3;2012
312.2;5511.57;2012
313.32;5517.63;2012
315.28;5608.53;2012
313.6;5532.78;2012
321.16;5541.87;2012
322.28;5538.84;2012
322;5523.69;2012
324.8;5466.12;2012
317.52;5517.63;2012
274.4;5550.96;2012
272.16;5602.47;2012
266.56;5529.75;2012
263.48;5569.14;2012
266;5472.18;2012
267.68;5408.55;2012
267.4;5329.77;2012
263.76;5193.42;2012
259.56;5244.93;2012
263.76;5220.69;2012
266.84;5211.6;2012
263.2;5314.62;2012
261.8;5272.2;2012
268.52;5347.95;2012
272.16;5363.1;2012
271.6;5347.95;2012
279.44;5241.9;2012
277.2;5217.66;2012
283.64;5223.72;2012
286.44;5260.08;2012
281.68;5214.63;2012
287.56;5296.44;2012
283.92;5217.66;2012
273;5217.66;2012
269.36;5138.88;2012
268.52;5151;2012
269.36;5120.7;2012
259.84;5275.23;2012
259;5287.35;2012
258.16;5223.72;2012
255.08;5132.82;2012
258.44;5160.09;2012
256.76;5208.57;2012
258.16;5084.34;2012
262.64;5123.73;2012
257.32;4841.94;2012
253.4;4838.91;2012
252.28;4984.35;2012
251.16;5051.01;2012
252;5096.46;2012
251.44;5172.21;2012
257.32;5208.57;2012
250.04;5196.45;2012
250.88;5187.36;2012
250.32;5199.48;2012
252.84;5160.09;2012
255.08;5311.59;2012
255.64;5347.95;2012
252;5314.62;2012
258.16;5329.77;2012
267.68;5505.51;2012
268.24;5547.93;2012
259.84;5569.14;2012
259;5114.64;2012
259.56;5217.66;2012
257.88;5229.78;2012
256.48;5363.1;2012
262.64;5553.99;2012
254.52;5566.11;2012
251.16;5296.44;2012
272.16;5523.69;2012
269.08;5684.28;2012
273.56;5717.61;2012
270.76;5735.79;2012
262.92;5808.51;2012
261.8;5784.27;2012
260.4;5699.43;2012
267.4;5744.88;2012
272.16;5647.92;2012
265.16;5472.18;2012
254.24;5566.11;2012
249.76;5638.83;2012
246.4;5608.53;2012
250.32;5541.87;2012
251.16;5441.88;2012
250.04;5472.18;2012
255.64;5499.45;2012
248.64;5532.78;2012
248.64;5487.33;2012
250.6;5344.92;2011
242.2;5344.92;2011
243.32;5381.28;2011
243.32;5184.33;2011
246.68;5038.89;2011
248.08;4975.26;2011
250.6;4947.99;2011
244.16;4844.97;2011
255.64;4838.91;2011
251.16;4866.18;2011
253.68;4975.26;2011
253.68;4969.2;2011
252.28;4951.02;2011
252.84;4887.39;2011
265.44;4799.52;2011
270.2;4769.22;2011
266.56;4714.68;2011
273.56;4684.38;2011
268.8;4699.53;2011
274.68;4584.39;2011
274.4;4584.39;2011
276.08;4541.97;2011
269.08;4651.05;2011
263.76;4587.42;2011
271.88;4505.61;2011
255.36;4502.58;2011
264.6;4351.08;2011
269.36;4278.36;2011
264.88;4235.94;2011
276.08;4196.55;2011
286.44;4154.13;2011
296.8;4163.22;2011
304.92;4166.25;2011
306.6;4135.95;2011
304.36;4084.44;2011
295.12;4060.2;2011
295.68;4078.38;2011
305.2;3839.01;2011
303.8;3902.64;2011
302.96;3835.98;2011
305.48;3905.67;2011
301.84;3917.79;2011
296.8;3875.37;2011
299.04;3832.95;2011
304.36;3848.1;2011
289.52;3857.19;2011
277.76;3863.25;2011
318.08;3851.13;2011
332.64;3857.19;2011
328.72;3814.77;2011
327.04;3775.38;2011
324.24;3754.17;2011
341.32;3696.6;2011
339.36;3696.6;2011
345.52;3675.39;2011
330.68;3711.75;2011
331.52;3681.45;2011
329.56;3639.03;2011
323.96;3617.82;2011
